;prot_id;template_code;date_of_lesson;org_id;teacher_id;observer_id;curator_id;class;satisfaction;wish_to_change;pupils_all;pupils_strong;pupils_middle;pupils_weak;interactions_all;interactions_strong;interactions_middle;interactions_weak;attention_all;attention_strong;attention_middle;attention_weak;teacher_comments;group;level;days;period;day_of_period;interval;scope;pupils_m;pupils_d;attention_m;attention_d;interactions_m;interactions_d;vector_interact;vector_intention;vector_attention
1542;1905;П3.2;28.09.2022;126;898;897;893;11.0;4.0;2.0;13.0;8.0;4.0;1.0;13.0;8.0;4.0;1.0;12.0;8.0;3.0;1.0;Уроком удовлетворена полностью, обучающиеся стали отвечать лучше, слабых становится меньше, но все же предпочтение надо уделять оставшимся обучающимся, кто отвечал ;Тип вопросов;2;257;2;23;14.0;0.9230769230769231;0.7692307692307693;0.3171619712013585;0.7916666666666666;0.3200477394945253;0.7692307692307693;0.3171619712013585;0.0;-0.022435897435897356;0.022435897435897356
1543;2020;П3.2;28.09.2022;68;520;521;519;;;;22.0;6.0;12.0;4.0;21.0;5.0;12.0;4.0;;0.0;0.0;0.0;;Тип вопросов;2;257;2;23;;;0.5454545454545454;0.3340213285613425;;;0.5238095238095238;0.3264597428762402;0.021645021645021578;;
1544;2035;П3.2;28.09.2022;1;661;662;660;8.0;3.0;3.0;12.0;3.0;2.0;7.0;12.0;3.0;2.0;7.0;10.0;3.0;2.0;5.0;Не удовлетворена своей работой: не совсем смогла донести информацию до детей. Цель была достигнута частично. Буду работать надошибками.;Тип вопросов;2;257;2;23;;0.8333333333333334;0.3333333333333333;0.42491829279939874;0.4;0.4358898943540674;0.3333333333333333;0.42491829279939874;0.0;-0.06666666666666671;0.06666666666666671
1545;2088;П3.2;28.09.2022;104;621;620;619;4.0;4.0;1.0;3.0;2.0;1.0;0.0;12.0;8.0;4.0;0.0;3.0;2.0;1.0;0.0;Уроком проведенным довольна. На уроке ребята были активны, работали, отвечали на вопросы, время на размышления у них было достаточно.;Тип вопросов;2;257;2;23;6.0;1.0;0.8333333333333334;0.23570226039551584;0.8333333333333334;0.23570226039551584;0.8333333333333334;0.23570226039551584;0.0;0.0;0.0
1546;2172;П3.2;28.09.2022;80;545;544;543;;;;16.0;2.0;3.0;11.0;25.0;1.0;11.0;13.0;;0.0;0.0;0.0;Продуктивные вопросы не одолели сльные ученики. Не на все репродуктивные вопросы  ответили средние и слабые. Возможно, стоит сократить число вопросов, но добивться ответов на все вопросы.;Тип вопросов;2;257;2;23;;;0.21875;0.3521696146745201;;;0.26;0.2870540018881465;-0.04125000000000001;;
1547;1933;П3.2;28.09.2022;78;555;558;554;6.0;4.0;1.0;5.0;2.0;1.0;2.0;10.0;5.0;3.0;2.0;5.0;2.0;2.0;1.0;Уроком я удовлетворена. Дети работали активно, отвечали на поставленные вопросы. Цели были достигнуты по изучаемому материалу.;Тип вопросов;2;257;2;23;12.0;1.0;0.5;0.4472135954999579;0.6;0.37416573867739417;0.65;0.3905124837953327;-0.15000000000000002;-0.09999999999999998;-0.050000000000000044
1548;1934;П3.2;28.09.2022;78;558;555;554;9.0;4.0;2.0;4.0;0.0;2.0;2.0;7.0;0.0;4.0;3.0;7.0;0.0;5.0;2.0;Уроком удовлетворена. Для себя я  поставила давать детям вопросы продуктивного типа, чтобы они самрстоятельно искали информацию для ответа.;Тип вопросов;2;257;2;23;12.0;;0.25;0.25;0.35714285714285715;0.22587697572631282;0.2857142857142857;0.24743582965269675;-0.0357142857142857;-0.10714285714285715;0.07142857142857145
1549;1742;П3.2;28.09.2022;73;481;482;480;;;;7.0;2.0;3.0;2.0;27.0;14.0;8.0;5.0;;0.0;0.0;0.0;В целом я удовлетворена уроком. Учитель взаимодействовал со всеми учениками. Задавал как репродуктивные вопросы, так и продуктивные. Над продуктивными вопросами учащимся работать сложнее, но они пытаются отвечать. ;Тип вопросов;2;257;2;23;7.0;;0.5;0.3779644730092272;;;0.6666666666666666;0.3849001794597505;-0.16666666666666663;;
1550;2077;П3.2;29.09.2022;93;597;596;595;7.0;3.0;2.0;7.0;2.0;2.0;3.0;44.0;17.0;13.0;14.0;7.0;2.0;2.0;3.0;уроком довольна, но не в полной мере. Основная причина: не успели прорешать все, что задумала. Ребята иногда долго размышляли над ответами. Может быть это связано с началом учебного года. Еще два ученика пришли после болезни, поэтому приходилось им уделять больше внимания;Тип вопросов;2;258;2;24;7.0;1.0;0.42857142857142855;0.41649656391752143;0.42857142857142855;0.41649656391752143;0.5340909090909091;0.41829914362059;-0.10551948051948051;0.0;-0.10551948051948051
1551;1769;П3.2;29.09.2022;129;755;756;754;;4.0;;11.0;4.0;3.0;4.0;38.0;26.0;11.0;1.0;8.0;4.0;3.0;1.0;Продуктивных вопросов было больше, чем репродуктивных. На продуктивные вопросы отвечали сильные ученики. Если сравнивать с прошлым учебным годом, то можно сказать, что данной компетенцией стала владеть на более высоком уровне.;Тип вопросов;2;258;2;24;7.0;0.7272727272727273;0.5;0.4264014327112209;0.6875;0.34798527267687634;0.8289473684210527;0.2634866367697472;-0.32894736842105265;-0.1875;-0.14144736842105265
1552;2075;П3.2;29.09.2022;93;596;597;595;5.0;3.0;2.0;10.0;2.0;2.0;6.0;42.0;10.0;12.0;20.0;10.0;2.0;2.0;6.0;самым интересным выводом явился тот факт, что слабые ученики больше отвечали на продуктивные работы. Уроком довольна;Тип вопросов;2;258;2;24;13.0;1.0;0.3;0.39999999999999997;0.3;0.39999999999999997;0.38095238095238093;0.4054615801411048;-0.08095238095238094;0.0;-0.08095238095238094
1553;2021;П3.2;30.09.2022;68;521;520;519;;;;22.0;7.0;12.0;3.0;16.0;6.0;7.0;3.0;;0.0;0.0;0.0;;Тип вопросов;2;259;2;25;;;0.5909090909090909;0.3246103831155841;;;0.59375;0.3630921887069453;-0.0028409090909090606;;
1554;2034;П3.2;30.09.2022;1;662;661;660;5.0;3.0;3.0;4.0;2.0;1.0;1.0;11.0;5.0;4.0;2.0;4.0;2.0;1.0;1.0;Не удовлетворена своей работой: не совсем смогла донести информацию до детей. Цель - структурировать и преподнести материал так, чтобы ученики осознали информацию. Буду стараться её достичь.;Тип вопросов;2;259;2;25;3.0;1.0;0.625;0.414578098794425;0.625;0.414578098794425;0.6363636363636364;0.37482778414706003;-0.011363636363636354;0.0;-0.011363636363636354
1555;2477;П3.2;03.10.2022;86;589;590;588;7.0;4.0;1.0;12.0;4.0;4.0;4.0;34.0;9.0;19.0;6.0;12.0;4.0;4.0;4.0;Да, удовлетворена. Получилось все так, как планировалось;Тип вопросов;2;262;2;28;6.0;1.0;0.5;0.408248290463863;0.5;0.408248290463863;0.5441176470588235;0.32916219537646163;-0.044117647058823484;0.0;-0.044117647058823484
1556;2348;П3.2;04.10.2022;128;732;733;731;;;;8.0;2.0;3.0;3.0;26.0;10.0;8.0;8.0;;0.0;0.0;0.0;"В  целом работой учащихся на уроке удовлетворена, но ответ Лещука Виталия на поставленный вопрос растягивается по  времени,. Предложу: 1. Отвечая, освещать самую суть вопроса.  2. Предложу  задержаться после уроков  (не более 10 минут), чтобы выслушать все, что ученик приготовил в качестве домашнего задания.   Цель: научить ""мишени"" выделять главное по изучаемой теме, уметь ""сжимать"" материал. Буду учить этому  умению с помощью составления конспекта. Далее подберу дополнительные приемы, если в том будет необходимость";Тип вопросов;2;263;2;29;8.0;;0.4375;0.3903123748998999;;;0.5384615384615384;0.41424344670265417;-0.10096153846153844;;
1557;2349;П3.2;04.10.2022;128;733;732;731;;;;8.0;2.0;3.0;3.0;21.0;8.0;6.0;7.0;;0.0;0.0;0.0; Удовлетворена полностью работой на уроке. Учащиеся отвечают на все поставленные вопросы обдуманным полным ответом. ;Тип вопросов;2;263;2;29;8.0;;0.4375;0.3903123748998999;;;0.5238095238095238;0.42190583682546073;-0.08630952380952384;;
1558;1760;П3.2;04.10.2022;110;714;715;713;;;;18.0;3.0;11.0;4.0;15.0;5.0;7.0;3.0;;0.0;0.0;0.0;Уроком удовлетворена! Слабые ученики начали активнее включаться в работу. Цель: чтобы все ученики в одинаковой степени отвечали на продуктивные вопросы. Необходимо в большей мере настаивать на том, чтобы ученик попытался ответить. Если вопрос не понятен ученику постараться его переформулировать.;Тип вопросов;2;263;2;29;15.0;;0.4722222222222222;0.3105649968749708;;;0.5666666666666667;0.3590109871423003;-0.09444444444444444;;
1559;1761;П3.2;04.10.2022;110;715;714;713;;;;16.0;12.0;4.0;0.0;4.0;2.0;2.0;0.0;;0.0;0.0;0.0;Уроком довольна!Все дети отвечали на репродуктивные вопросы. Ученикам нужно было понять смсысл переданной мной информации, выявить и разъяснить основные идеи, сравнить исторические события.Все учащиеся были вовлечены в процесс работы.;Тип вопросов;2;263;2;29;15.0;;0.875;0.21650635094610965;;;0.75;0.25;0.125;;
1560;2097;П3.2;06.10.2022;94;939;603;599;;;;9.0;3.0;3.0;3.0;36.0;14.0;14.0;8.0;9.0;3.0;3.0;3.0;В полне удовлетворена уроком, думаю в дальнейшем научить детей отвечать на продуктивные вопросы. На разных этапах урока продумывать продуктивные вопросы.;Тип вопросов;2;265;2;31;2.0;1.0;0.5;0.408248290463863;0.5;0.408248290463863;0.5833333333333334;0.3818813079129867;-0.08333333333333337;0.0;-0.08333333333333337
1561;2478;П3.2;06.10.2022;86;590;589;588;7.0;4.0;1.0;12.0;3.0;4.0;5.0;20.0;14.0;3.0;3.0;12.0;3.0;4.0;5.0;Да, полностью удовлетворена. ;Тип вопросов;2;265;2;31;7.0;1.0;0.4166666666666667;0.39965262694272663;0.4166666666666667;0.39965262694272663;0.775;0.3699662146737186;-0.35833333333333334;0.0;-0.35833333333333334
1562;2460;П3.2;11.10.2022;79;536;535;531;9.0;4.0;4.0;12.0;0.0;3.0;9.0;13.0;0.0;5.0;8.0;10.0;0.0;3.0;7.0;Необходимо увеличить количество вопросов, для достижения более высокого уровня обучения, через продуктивные вопросы;Тип вопросов;2;270;2;36;14.0;0.8333333333333334;0.125;0.21650635094610965;0.15;0.22912878474779197;0.19230769230769232;0.24325212770525997;-0.06730769230769232;-0.024999999999999994;-0.042307692307692324
1563;2195;П3.2;12.10.2022;119;855;856;854;;;;11.0;0.0;11.0;0.0;28.0;0.0;28.0;0.0;;0.0;0.0;0.0;Так как английский язык во втором классе дети только начинаю изучать продуктивных вопросов еще учитель не может задавать. На все заданные учителем вопросы , ребята отвечали хорошо. Активно отвечают почти все. Уроком довольна;Тип вопросов;2;271;2;37;12.0;;0.5;0.0;;;0.5;0.0;0.0;;
1564;2323;П3.2;17.10.2022;108;710;711;709;;;;27.0;9.0;11.0;7.0;39.0;19.0;15.0;5.0;;0.0;0.0;0.0;Удовлетворение от урока есть. Но, проанализиров ответы учащихся пришла к выводу, что слабые и средние очень мало охвачены продуктивными вопросами, в основном сильные ученики отвечают на них.  Слабые учащиеся очень пугаются этих вопросов.  Поэтому цель: постараться включать в обсуждение слабых учащихся, задавая им продуктивные вопросы. Для этого поработать над формулировками этих вопросов. ;Тип вопросов;2;276;2;42;7.0;;0.5370370370370371;0.3831140901032815;;;0.6794871794871795;0.3487556540701396;-0.14245014245014243;;
1565;2324;П3.2;18.10.2022;108;711;710;709;;;;25.0;6.0;10.0;9.0;35.0;12.0;14.0;9.0;;0.0;0.0;0.0;Я удовлетворена уроком, т.к.задействовано большое число обучающихся (то, к чему стремились на предыдущих занятиях). Было большое количество как продуктивных, рак и репродуктивных вопросов. Но продуктивных вопросов гараздо больше задано сильным детям. Необходимо стремится включать в беседу слабых, задавая им так же продуктивные вопросы, побуждая их делать умозаключения, выссказывать свою точку зрения.;Тип вопросов;2;277;2;43;7.0;;0.44;0.38262252939417984;;;0.5428571428571428;0.38491981672307085;-0.10285714285714281;;
1566;2409;П3.2;19.10.2022;114;821;820;819;7.0;4.0;2.0;4.0;0.0;3.0;1.0;65.0;0.0;49.0;16.0;4.0;0.0;3.0;1.0;Уроком удовлетворена. Все задачи выполнены. Дети на уроке активны. Слабый ученик весь урок старался не отставать от других. Считаю,что продуктивных вопросов достаточное количество на уроке;Тип вопросов;2;278;2;44;5.0;1.0;0.375;0.21650635094610965;0.375;0.21650635094610965;0.3769230769230769;0.2153846153846154;-0.0019230769230769162;0.0;-0.0019230769230769162
1567;2410;П3.2;19.10.2022;114;820;821;819;7.0;4.0;2.0;4.0;2.0;1.0;1.0;19.0;2.0;1.0;16.0;4.0;0.0;3.0;1.0;Уроком удовлетворена. Продуктивных вопросов достаточное количество, их больше,чем репродуктивных. Хотелось бы, чтобы слабый ученик принимал более активное кчастие в обсуждении продуктивных вопросов. Для этого буду давать ему больше времени на обдумывание ответа и разъяснять задание более подробно;Тип вопросов;2;278;2;44;5.0;1.0;0.625;0.414578098794425;0.375;0.21650635094610965;0.13157894736842105;0.31797489404196244;0.493421052631579;0.25;0.24342105263157895
1568;2201;П3.2;19.10.2022;119;855;856;854;;;;9.0;0.0;9.0;0.0;11.0;0.0;11.0;0.0;;0.0;0.0;0.0;Вопросы задавались репродуктивные. По моему мнению, урок прошел хорошо, но активность была ниже, чем обычно, судя по протоколу.  Возможно,повлияли внешние факторы.;Тип вопросов;2;278;2;44;7.0;;0.5;0.0;;;0.5;0.0;0.0;;
1569;2634;П3.2;20.10.2022;112;781;935;778;3.0;4.0;3.0;28.0;10.0;13.0;5.0;20.0;13.0;5.0;2.0;18.0;11.0;5.0;2.0;Уроком удовлетворена. Больше нужно привлекать к устной работе слабых учеников;Тип вопросов;2;279;2;45;17.0;0.6428571428571429;0.5892857142857143;0.35490369489913914;0.75;0.3435921354681384;0.775;0.3344772040064913;-0.18571428571428572;-0.1607142857142857;-0.025000000000000022
1570;3027;П3.2;20.10.2022;118;879;878;877;;;;20.0;7.0;7.0;6.0;30.0;18.0;7.0;5.0;;0.0;0.0;0.0;Вопросы детям задавались разноуровнего характера. В основном продуктивные вопросы задавались сильным ученикам, они давали полные, развернутые ответы. Считаю, что ответы сильных ученикиков помогли средним и слабым вспомнить пройденный материал, особенно в начале учебного года. Слабые ученики с трудом справлялись с репродуктивными вопросами. ;Тип вопросов;2;279;2;45;3.0;;0.525;0.40233692348577704;;;0.7166666666666667;0.38042374035044424;-0.19166666666666665;;
1571;3038;П3.2;20.10.2022;118;878;879;877;;;;9.0;1.0;6.0;2.0;37.0;17.0;14.0;6.0;;0.0;0.0;0.0;Вопросы детям задавались разноуровнего характера. В основном продуктивные вопросы задавались сильным ученикам, они давали полные, развернутые ответы. Считаю, что ответы сильных ученикиков помогли средним и слабым вспомнить пройденный материал, особенно в начале учебного года. Слабые ученики с трудом справлялись с репродуктивными вопросами. ;Тип вопросов;2;279;2;45;3.0;;0.4444444444444444;0.28327886186626583;;;0.6486486486486487;0.3651150293542242;-0.20420420420420426;;
1572;2291;П3.2;20.10.2022;114;818;823;819;3.0;4.0;2.0;3.0;0.0;3.0;0.0;63.0;0.0;63.0;0.0;3.0;0.0;3.0;0.0;"Уроком удовлетворена. Но буду стремиться давать возможность детям больше раздумывать,размышлять, обдумывать ответ на продуктивный вопрос- то есть отрабатывать нужную компетенцию "" Время на размышление"". Успехи и свои и детей отмечаю, буду продолжать улучшать результаты";Тип вопросов;2;279;2;45;8.0;1.0;0.5;0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.0
1573;2292;П3.2;20.10.2022;114;823;818;819;3.0;4.0;2.0;3.0;0.0;3.0;0.0;53.0;0.0;53.0;0.0;3.0;0.0;3.0;0.0;Уроком удовлетворена. Продолжаю записывать и анализировать (корректировать свои вопросы). Достигаю своей цели- побольше продуктивных вопросов,но понимаю, что и репродуктивные вопросы тоже имеют место быть;Тип вопросов;2;279;2;45;9.0;1.0;0.5;0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.0
1574;2287;П3.2;21.10.2022;68;514;515;513;;;;22.0;5.0;9.0;8.0;14.0;5.0;5.0;4.0;;0.0;0.0;0.0;Хочется, чтобы было больше продуктивных вопросов, т.к. именно они активизируют мышление детей. Буду работать в этом направлении.;Тип вопросов;2;280;2;46;9.0;;0.4318181818181818;0.3782572040248463;;;0.5357142857142857;0.39929785312496247;-0.10389610389610388;;
1575;2610;П3.2;24.10.2022;112;786;785;934;2.0;4.0;2.0;23.0;5.0;10.0;8.0;42.0;9.0;23.0;10.0;20.0;5.0;7.0;8.0;Этот урок мне понравился много больше, чем предыдущий. Думаю, следует поработать над закреплением новых приемов в работе с детьми. Поделиться опытом. ;Тип вопросов;2;283;2;49;4.0;0.8695652173913043;0.43478260869565216;0.37020405143318263;0.425;0.39607448794387146;0.4880952380952381;0.33608557651174054;-0.05331262939958592;0.009782608695652173;-0.0630952380952381
1576;2236;П3.2;24.10.2022;120;946;890;888;5.0;4.0;1.0;24.0;10.0;9.0;5.0;18.0;8.0;9.0;1.0;18.0;8.0;9.0;1.0;"Удовлетворен, ничего менять не надо. Переходим к следующему протоколу ""мишень""";Тип вопросов;2;283;2;49;7.0;0.75;0.6041666666666666;0.3813126087025651;0.6944444444444444;0.29528182813151804;0.6944444444444444;0.29528182813151804;-0.09027777777777779;-0.09027777777777779;0.0
1577;2609;П3.2;25.10.2022;112;785;786;934;4.0;4.0;2.0;33.0;18.0;11.0;4.0;56.0;29.0;18.0;9.0;24.0;11.0;10.0;3.0;Урок был насыщен новыми приемами и методиками, которые помогают наладить актиквный обмен знаниями. Считаю, изменить ничего не надо на данной этапе работы. Перенять опыт.;Тип вопросов;2;284;2;50;4.0;0.7272727272727273;0.7121212121212122;0.34881407373398;0.6666666666666666;0.3435921354681384;0.6785714285714286;0.3711537444790451;0.03354978354978355;0.045454545454545525;-0.011904761904761973
1578;2237;П3.2;26.10.2022;120;890;946;888;7.0;4.0;1.0;20.0;6.0;9.0;5.0;12.0;4.0;5.0;3.0;8.0;4.0;3.0;1.0;"удовлетворен. Ничего менять не надо. На следующем этапе запланирую  2 ""мишени"", для одной вопросы буду задавать репродуктивные (ребенок со статусом), а второй мишени - продуктивные, для более активной работы";Тип вопросов;2;285;2;51;7.0;0.4;0.525;0.36996621467371854;0.6875;0.34798527267687634;0.5416666666666666;0.3796013991310125;-0.016666666666666607;-0.16249999999999998;0.14583333333333337
1579;3039;П3.2;01.11.2022;118;870;869;868;4.0;;3.0;23.0;5.0;13.0;5.0;28.0;12.0;10.0;6.0;20.0;5.0;11.0;4.0;Урок был продуктивным, на продуктивные вопросы ответы были получены как от сильных и средних учеников,так и от слабых. Положительный результат был получен в результате увеличения времени на размышление, что оказалось важным, в большей степени, для слабых. ;Тип вопросов;2;291;2;57;7.0;0.8695652173913043;0.5;0.3296902366978935;0.525;0.3344772040064913;0.6071428571428571;0.38630906522828456;-0.1071428571428571;-0.025000000000000022;-0.08214285714285707
1580;2792;П3.2;09.11.2022;110;718;717;716;;;;17.0;4.0;7.0;6.0;7.0;3.0;2.0;2.0;;0.0;0.0;0.0;Уроком в достаточной мере удовлетворена. В процессе работы учащимся нужно было анализировать, сравнивать ситуации и определить что общего.Однако по-прежнему слабые ученики не достаточно активно работают на уроке. Нужно продолжать применять разные формы работы для вовлечения их в процесс работы.;Тип вопросов;2;299;2;65;28.0;;0.4411764705882353;0.3789440801977978;;;0.5714285714285714;0.4164965639175215;-0.13025210084033612;;
1581;2793;П3.2;10.11.2022;110;717;718;716;;;;26.0;9.0;12.0;5.0;20.0;6.0;11.0;3.0;;0.0;0.0;0.0;Уроком удовлетворена. Многие слабые ученики стали давать полный ответ на вопрос. Конечно более сложные вопросы пока им не по силам. Они  отвечали в основном на вопросы репродуктивные, но формулировали мысль полным предложением. Для нас это уже достижение.;Тип вопросов;2;300;2;66;29.0;;0.5769230769230769;0.3587453481957236;;;0.575;0.3269174207655505;0.0019230769230769162;;
1582;3003;П3.2;14.11.2022;119;861;862;860;1.0;4.0;1.0;23.0;4.0;11.0;8.0;44.0;10.0;23.0;11.0;23.0;4.0;11.0;8.0;Урок прошел продуктивно.Дети были вовлечены в работу. Есть сложности в ответах на продуктивные вопросы. Нужно больше внимания уделять работе с текстом и развернутыми ответами.;Тип вопросов;2;304;2;70;6.0;1.0;0.41304347826086957;0.3505329455781978;0.41304347826086957;0.3505329455781978;0.48863636363636365;0.3452376711582571;-0.07559288537549408;0.0;-0.07559288537549408
1583;2979;П3.2;14.11.2022;125;845;844;840;5.0;4.0;1.0;21.0;5.0;12.0;4.0;35.0;12.0;15.0;8.0;21.0;5.0;12.0;4.0;Уроком довольна. Просматривая итоговые таблицы отметила для себя, что на репродуктивные вопросы в основном отвечают более сильные дети, а послабее проявляют интерес к продуктивным ;Тип вопросов;2;304;2;70;6.0;1.0;0.5238095238095238;0.3264597428762402;0.5238095238095238;0.3264597428762402;0.5571428571428572;0.37361990944634343;-0.033333333333333326;0.0;-0.033333333333333326
1584;2980;П3.2;14.11.2022;125;844;845;840;6.0;3.0;1.0;15.0;3.0;8.0;4.0;27.0;11.0;10.0;6.0;15.0;3.0;8.0;4.0;Уроком довольна, старалась задавать больше продуктивных вопросов, как и планировала. ;Тип вопросов;2;304;2;70;6.0;1.0;0.4666666666666667;0.339934634239519;0.4666666666666667;0.339934634239519;0.5925925925925926;0.385790123259253;-0.12592592592592589;0.0;-0.12592592592592589
1585;2945;П3.2;15.11.2022;100;687;688;689;5.0;4.0;2.0;18.0;9.0;6.0;3.0;10.0;5.0;3.0;2.0;4.0;1.0;2.0;1.0;Нужно задавать вопросы всем ученикам, слабым обучающимся давать небольшие подсказки, как например, опорные схемы;Тип вопросов;2;305;2;71;28.0;0.2222222222222222;0.6666666666666666;0.37267799624996495;0.5;0.3535533905932738;0.65;0.3905124837953327;0.016666666666666607;0.16666666666666663;-0.15000000000000002
1586;2960;П3.2;15.11.2022;122;921;922;920;;;;8.0;2.0;3.0;3.0;8.0;2.0;3.0;3.0;;0.0;0.0;0.0;Уроком удовлетворена.В будущем добиваться чтобы слабые ученики активнее включалиссь в работу над продуктивными вопросами.;Тип вопросов;2;305;2;71;5.0;;0.4375;0.3903123748998999;;;0.4375;0.3903123748998999;0.0;;
1587;3015;П3.2;15.11.2022;88;577;576;575;6.0;3.0;3.0;5.0;2.0;1.0;2.0;9.0;4.0;2.0;3.0;5.0;2.0;1.0;2.0;В целом урок прошёл хорошо. Ученики отвечали напоставленные вопросы, давали ответы. Продуктивные вопросы  некоторых учащихся заставляли задуматься. Своей целью считаю повысить уровень слабых учеников.;Тип вопросов;2;305;2;71;7.0;1.0;0.5;0.4472135954999579;0.5;0.4472135954999579;0.5555555555555556;0.43744488188954506;-0.05555555555555558;0.0;-0.05555555555555558
1588;2878;П3.2;15.11.2022;112;787;937;780;4.0;4.0;3.0;30.0;12.0;10.0;8.0;41.0;15.0;20.0;6.0;26.0;10.0;10.0;6.0;Уроком удовлетворена. Урок проведен в соответствии с подготовкой учащихся - индивидуальная работа, распределение внимания.;Тип вопросов;2;305;2;71;7.0;0.8666666666666667;0.5666666666666667;0.40276819911981904;0.5769230769230769;0.3846153846153846;0.6097560975609756;0.3405912205797303;-0.043089430894308944;-0.01025641025641022;-0.032833020637898724
1589;3002;П3.2;16.11.2022;119;862;861;860;1.0;4.0;1.0;22.0;3.0;8.0;11.0;44.0;12.0;18.0;14.0;22.0;3.0;8.0;11.0;Уроком удовлетворена. Нужно продумывать наводящие вопросы, для того, чтобы слабые дети могли сформулировать развернутый ответ.;Тип вопросов;2;306;2;72;7.0;1.0;0.3181818181818182;0.3550113489048479;0.3181818181818182;0.3550113489048479;0.4772727272727273;0.38368052309395756;-0.15909090909090912;0.0;-0.15909090909090912
1590;3031;П3.2;16.11.2022;118;869;870;868;9.0;;3.0;25.0;6.0;14.0;5.0;31.0;14.0;11.0;6.0;31.0;14.0;11.0;6.0;Урок был продуктивным, но на продуктивные вопросы больше ответов было получено от сильных и средних учеников. Слабые же затруднялись, а ответов от них больше было получено на репродуктивные вопросы.  Целью следующих уроков ставлю: получение большего колическтва ответов на продуктивные вопросы от слабых учеников, для этого постараюсь увеличить время на размышление для них.;Тип вопросов;2;306;2;72;22.0;;0.52;0.33105890714493696;0.6290322580645161;0.3803169716952128;0.6290322580645161;0.3803169716952128;-0.10903225806451611;-0.10903225806451611;0.0
1591;2966;П3.2;17.11.2022;122;922;921;920;;;;6.0;3.0;1.0;2.0;6.0;3.0;1.0;2.0;;0.0;0.0;0.0;"Все обучаемые охотнее отвечают на продуктивные вопросы. Особенно на проектные вопросы и на вопросы прогнозирования. А вот выделить сущность вопроса и определить свою позицию удается не каждому сильному ученику. Уроком удовлетворена. Думаю, что буду работать интенсивнее над вопросами обобщения и проектными вопросами. Хочу поставить себе цель: вести диалог с учащимся после урока. Спросить (вежливо), допустим, слабого ученика (как вариант), понял ли он урок. Во время его ответов на уроках задавать ""наводящие"" вопросы. И вообще постараюсь стать другом учащихся, чтобы взаимопонимание и дружба между учителем и обучащимся послужила им успехом в учебе.";Тип вопросов;2;307;2;73;1.0;;0.5833333333333334;0.4487637339278754;;;0.5833333333333334;0.4487637339278754;0.0;;
1592;3012;П3.2;17.11.2022;88;576;577;575;6.0;3.0;1.0;5.0;0.0;3.0;2.0;9.0;0.0;7.0;2.0;4.0;0.0;3.0;1.0;Урок прошел плодотворно. Темп на уроке был очень хороший не смотря на сложность темы. Ученицы активно отвечали на поставленные вопросы. Цель работать в таком же темпе и положительными результатами.;Тип вопросов;2;307;2;73;7.0;0.8;0.3;0.24494897427831783;0.375;0.21650635094610965;0.3888888888888889;0.20786985482077452;-0.0888888888888889;-0.07500000000000001;-0.013888888888888895
1593;3037;П3.2;22.11.2022;118;869;870;868;9.0;4.0;4.0;23.0;6.0;12.0;5.0;25.0;11.0;7.0;7.0;16.0;7.0;5.0;4.0;Уроком удовлетворена, количество продуктивных ответов от слабых учеников увеличилось, так как время на размышление таким ученикам было дано больше, чем на предыдущем уроке. ;Тип вопросов;2;312;2;78;6.0;0.6956521739130435;0.5217391304347826;0.3450979970953814;0.59375;0.4038389994787527;0.58;0.4166533331199932;-0.058260869565217366;-0.0720108695652174;0.01375000000000004
1594;2693;П3.2;24.11.2022;111;797;798;790;4.0;3.0;2.0;22.0;5.0;8.0;9.0;50.0;16.0;21.0;13.0;22.0;5.0;8.0;9.0;Уроком удовлетворена.;Тип вопросов;2;314;2;80;8.0;1.0;0.4090909090909091;0.3883638066053423;0.4090909090909091;0.3883638066053423;0.53;0.37960505792204613;-0.12090909090909091;0.0;-0.12090909090909091
1595;3008;П3.2;30.11.2022;119;855;856;854;;;;6.0;0.0;6.0;0.0;;0.0;0.0;0.0;6.0;0.0;0.0;0.0;Уроком довольна, так как тема занятия достаточна легкая для усвоения, дети активно работали. Вопросы репродуктивного характера по причине первого года изучения предмета (иностранный язык);Тип вопросов;2;320;2;86;14.0;1.0;0.5;0.0;;;;;;;
1596;3005;П3.2;01.12.2022;119;856;855;854;;;;15.0;0.0;0.0;15.0;;0.0;0.0;0.0;9.0;0.0;0.0;0.0;Класс слабенький по знаниям, поэтому добиваюсь от детей правильных ответов на поставленные вопросы. Чтобы можно было получить хотябы базовые знания. ;Тип вопросов;2;321;2;87;14.0;0.6;0.0;0.0;;;;;;;
1597;3010;П3.2;01.12.2022;119;856;855;854;;;;15.0;0.0;0.0;15.0;;0.0;0.0;0.0;9.0;0.0;0.0;0.0;Класс слабенький по знаниям, поэтому добиваюсь от детей правильных ответов на поставленные вопросы. Чтобы можно было получить хотябы базовые знания. ;Тип вопросов;2;321;2;87;0.0;0.6;0.0;0.0;;;;;;;
1598;1616;П3.3;10.03.2022;88;574;573;572;;;;6.0;2.0;2.0;2.0;;0.0;0.0;0.0;5.0;2.0;2.0;1.0;Продумывать работу с мишениями, дифференцировать вопросы для сильных и слабых учеников, создавая ситуацию успеха для слабых.;Тип вопросов;3;55;1;55;6.0;0.8333333333333334;0.5;0.408248290463863;0.6;0.37416573867739417;;;;-0.09999999999999998;
